,ticker,activity_domain,market_cap,net_revenue,net_income,earnings_per_share,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity,dividend_payout_ratio,year_over_year_revenue_growth,price_to_free_cash_flow,stock_price,debt_to_equity_ratio,return_on_assets,return_on_investments,revenue_per_employee,price_to_earnings_growth,price_to_book_ratio
411,TRV,Financial Services,38611066880,"[36884000000.0, 34816000000.0, 31981000000.0, 31581000000.0]","[2842000000.0, 3662000000.0, 2697000000.0, 2622000000.0]","[9.42, 11.91, 14.63, 10.56, 10.01]",17.07,17.903397,9.879906,1.8121019108280256,12497874944,[-1],0.4019,"[-5.606767161913025, -8.142807904411764, -1.2507426284356338, 22.671860270415756]",3.103149533322775,169.4,"[0.3382189239332096, 0.25236265448125456, 0.22430738673333106, 0.2527849516247157]","[0.024559917730324843, 0.030398618697391796, 0.02309787263197561, 0.023809956230362687]","[0.0376738205389928, 0.04436690534171725, 0.033726412145009814, 0.035672498707518166]","[1158053.3751962322, 1093124.0188383046, 1004113.0298273156, 991554.1601255886]",1.01,1.7663755
412,TRMB,Technology,13816850432,"[3676300000.0, 3659100000.0, 3147700000.0, 3264300000.0]","[449700000.0, 492700000.0, 389900000.0, 514300000.0]","[1.91, 1.81, 1.96, 1.56, 2.05]",2.95,29.198954,18.905085,1.5445026178010473,603500032,[-1],0.0,"[-0.4678617087832875, -13.976114345057528, 3.7042920227467677, 11.827956989247312]",22.787797323729055,55.51,"[0.4012394449656807, 0.3586077521738028, 0.46050765937334925, 0.6275408784866945]","[0.06186545604622369, 0.06939827595920897, 0.05669705826753334, 0.07744665472013493]",[-1],"[310892.177589852, 309437.63213530654, 266190.27484143764, 276050.7399577167]",2.12,3.194524
413,TFC,Financial Services,42716598272,"[23035000000.0, 22259000000.0, 22705000000.0, 12568000000.0]","[6260000000.0, 6440000000.0, 4482000000.0, 3224000000.0]","[4.33, 4.46, 4.51, 3.11, 3.76]",3.63,7.4064665,8.83471,0.8383371824480369,-1,[-1],0.4804,"[-3.368786629042761, 2.0036839031403026, -44.6465536225501, 77.7052761298536]",-1.0,32.28,"[1.1009848960571107, 0.5948376665559902, 0.6452610617594305, 0.8971589539648108]","[0.011274099287714653, 0.0118985812235215, 0.008801558437477907, 0.0068149438359002106]","[0.046570797283122176, 0.040492957746478875, 0.0359537943205519, 0.04006959980114343]","[435872.6914925825, 421189.07054193155, 429628.3681501665, 237814.10838631546]",-29.62,0.751353
414,TYL,Technology,16012110848,"[1850204000.0, 1592287000.0, 1116663000.0, 1086427000.0]","[164240000.0, 161458000.0, 194820000.0, 146527000.0]","[3.71, 3.95, 3.95, 4.87, 3.79]",8.73,102.9434,43.748,2.3530997304582213,315883264,[-1],0.0,"[-13.939922300459843, -29.870494452319214, -2.7077103835266323, 75.02740266948447]",50.78154135130122,382.61,"[0.39863526329366566, 0.5973119130889764, 0.011169063561905654, 0.014352608255238835]","[0.03503848708147792, 0.03411929560300252, 0.07472172084713766, 0.06685803248199729]","[8.874000432245515, 3.483226544128751, 2.357454017424976, 1.8407683320561299]","[255306.19566717264, 219716.71036290878, 154086.24258313785, 149914.0333931282]",4.83,5.803726
415,TSN,Consumer Defensive,20077797376,"[53282000000.0, 47049000000.0, 43185000000.0, 42405000000.0]","[3238000000.0, 3047000000.0, 2140000000.0, 2022000000.0]","[4.18, 9.18, 8.57, 5.79, 5.56]",3.46,13.507177,16.317919,0.8277511961722489,-375624992,[-1],0.44979998,"[-11.698134454412372, -8.212714404131862, -1.806182702327197, 26.459143817945996]",-42.78392636877581,56.27,"[0.42234290934930463, 0.5274502059470744, 0.7332040090526997, 0.8473228234625764]","[0.08793894788300155, 0.08391858767798617, 0.06159868742983794, 0.06109315043659546]",[-1],"[375225.3521126761, 331330.9859154929, 304119.71830985916, 298626.76056338026]",4.75,1.0349948
416,USB,Financial Services,61102194688,"[24184000000.0, 22721000000.0, 23226000000.0, 22883000000.0]","[5825000000.0, 7963000000.0, 4959000000.0, 6914000000.0]","[3.59, 3.69, 5.11, 3.06, 4.16]",4.36,11.103065,9.142201,1.2144846796657383,-1,[-1],0.5348,"[-6.0494541845848495, 2.2226134413098015, -1.4767932489451476, 5.08674366123323]",-1.0,39.45,"[1.3994602686837647, 0.7997559998543283, 0.9993973067143799, 1.2321370026806548]","[0.008632123354154163, 0.01389014868721262, 0.008952798765131205, 0.013955666436561666]","[0.036034642746674915, 0.04554944772081157, 0.03623940368313359, 0.05638880053501668]","[314077.9220779221, 295077.9220779221, 301636.36363636365, 297181.8181818182]",1.48,1.3223196
417,UDR,Real Estate,22005452800,"[1517386000.0, 1290767000.0, 1241165000.0, 1152193000.0]","[86924000.0, 150016000.0, 64266000.0, 184965000.0]","[1.35, 0.26, 0.49, 0.2, 0.63]",0.54,29.65185,74.12962,0.4,641545856,[-1],1.4667,"[-14.934828712008677, -3.842831432783764, -7.1684264380642375, 41.05432405855616]",20.65201232941952,40.25,"[1.3851691704784064, 1.628080202760833, 1.5992022756786841, 1.460777325398938]","[0.007874642047312716, 0.013922314347178062, 0.006668304015145785, 0.019194265287129978]","[0.11521566818566206, 0.21355776334913967, 0.10706842176288207, 0.3144262250493828]","[1152153.3788914199, 980081.245254366, 942418.3750949127, 874861.8071374336]",-0.81,3.2363164
418,ULTA,Consumer Cyclical,21829038080,"[10208580000.0, 8630889000.0, 6151953000.0, 7398068000.0]","[1242408000.0, 985837000.0, 175835000.0, 705945000.0]","[24.13, 24.17, 18.09, 3.12, 12.21]",26.71,18.164942,16.410334,1.1069208454206383,805242496,[-1],0.0,"[-15.45455881229319, -28.721676295454618, 20.255600132185666, 41.88761281999571]",26.949085886296793,435.74,"[0.9711018052250957, 1.2028060933727505, 0.94861441255003, 1.0190595207176933]","[0.23134318770015927, 0.20691825734266733, 0.03454539703483459, 0.14514053823784837]",[-1],"[551815.1351351351, 466534.54054054053, 332538.0, 399895.5675675676]",1.24,10.84521
419,UNP,Industrials,139333599232,"[24875000000.0, 21804000000.0, 19533000000.0, 21708000000.0]","[6998000000.0, 6523000000.0, 5349000000.0, 5919000000.0]","[11.32, 11.24, 9.98, 7.9, 8.41]",11.68,20.188164,19.565924,1.0318021201413428,3894874880,[-1],0.4749,"[-12.34572864321608, -10.415520088057237, 11.13500230379358, 14.082364473926662]",35.98646486755436,229.89,"[2.846830551673107, 2.20026834263117, 1.6518457365255337, 1.4712599293909974]","[0.10692294763861938, 0.10268398268398268, 0.08572390140709638, 0.09597392700209167]","[2.9465263157894737, 2.9107541276215976, 2.47181146025878, 2.8873170731707316]","[783069.9490020777, 686394.2580117106, 614902.7261852295, 683372.1589120444]",2.67,10.555171
420,UAL,Industrials,17176311808,"[44955000000.0, 24634000000.0, 15355000000.0, 43259000000.0]","[737000000.0, -1964000000.0, -7069000000.0, 3009000000.0]","[7.85, 2.26, -6.1, -22.668296, 11.63]",12.0,6.6713376,4.3641667,1.5286624203821657,323624992,[-1],0.0,"[-45.20298075853631, -37.66745148981083, 181.7258222077499, 17.62639402667653]",52.86191494135286,52.16,"[5.283207656612529, 7.993636905945516, 5.495134228187919, 1.7734801838522245]","[0.010941536268891595, -0.02880821415474881, -0.11871095586753544, 0.05719336260477847]","[0.5367807720320467, -1.4613095238095237, -7.069, 2.55]","[450450.90180360724, 246833.66733466933, 153857.71543086172, 433456.9138276553]",0.06,2.2292695
421,UPS,Industrials,155406843904,"[100338000000.0, 97287000000.0, 84628000000.0, 74094000000.0]","[11548000000.0, 12890000000.0, 1427000000.0, 4440000000.0]","[12.36, 13.26, 14.75, 1.65, 5.14]",11.73,14.639159,15.4254055,0.9490291262135923,7148874752,[-1],0.5,"[-3.040722358428512, -13.012015993914911, -12.447416930566716, 33.45885121062434]",18.401158276160547,181.5,"[1.1887698372586677, 1.7910615309057742, 37.45479082321187, 6.645750837648492]","[0.16236432146673416, 0.18572148980620992, 0.022834922870127377, 0.07674093022451907]","[577.4, 495.7692307692308, 57.08, 211.42857142857142]","[200676.0, 194574.0, 169256.0, 148188.0]",-51.7,7.756677
422,URI,Industrials,32015679488,"[11642000000.0, 9716000000.0, 8530000000.0, 9351000000.0]","[2105000000.0, 1386000000.0, 890000000.0, 1174000000.0]","[31.07, 29.77, 19.143646, 12.242091, 15.187581]",42.63,14.992275,10.926812,1.3720630833601546,1438375040,[-1],0.0904,"[-16.543549218347366, -12.206669411280362, 9.62485345838218, 41.01165513848786]",22.21952349784935,465.0,"[1.7009345794392523, 1.7202470372225005, 2.251045104510451, 3.122976501305483]","[0.08704461812016706, 0.06830277942046127, 0.04980971569285874, 0.06188719030047443]",[-1],"[473252.0325203252, 394959.34959349595, 346747.9674796748, 380121.9512195122]",0.77,4.289977
423,UNH,Healthcare,468057718784,"[322132000000.0, 285273000000.0, 255639000000.0, 240269000000.0]","[20120000000.0, 17285000000.0, 15403000000.0, 13839000000.0]","[22.34, 21.47, 18.33, 16.23, 14.55]",27.87,22.503582,18.038393,1.2475380483437781,37821251584,[-1],0.3057,"[-11.442203817068778, -10.387944179785679, -6.0123846517941315, 45.05200775464167]",12.427955073777815,504.86,"[0.7074647022713321, 0.6130055300153241, 0.6361520899192132, 0.6730756502746708]","[0.08188681549012027, 0.08145387029584461, 0.07807328335588908, 0.07958525266118041]","[0.460117087449689, 0.4009138562879807, 0.37347849279860335, 0.3719261468999436]","[805330.0, 713182.5, 639097.5, 600672.5]",1.59,5.6589527
424,UHS,Healthcare,9429451776,"[13399370000.0, 12642117000.0, 11558897000.0, 11378259000.0]","[675609000.0, 991590000.0, 943953000.0, 814854000.0]","[9.4, 9.23, 11.99, 11.06, 9.16]",11.55,14.293617,11.6329,1.2287234042553192,359153632,[-1],0.0832,"[-5.651407491546244, -8.56834341906502, -1.5627615679939013, 21.272183802460464]",23.708264932707127,135.31,"[0.8903310519134774, 0.7487106020956165, 0.6639628085214431, 0.7831691074207342]","[0.05006666573787174, 0.07573122110646446, 0.07004240373457386, 0.06983515094380048]",[-1],"[142850.4264392324, 134777.36673773988, 123229.17910447762, 121303.40085287846]",1.26,1.5466967
425,VLO,Energy,45872889856,"[176383000000.0, 113977000000.0, 64912000000.0, 108324000000.0]","[11528000000.0, 930000000.0, -1421000000.0, 2422000000.0]","[35.12, 29.05, 2.27, -3.5, 5.84]",13.26,3.6130412,9.569382,0.37756264236902054,6604000256,[-1],0.1377,"[-35.38096075018567, -43.04815883906402, 66.87823514912496, 40.09821912041653]",6.8756106049430175,125.6,"[0.10160859046729766, 0.10417797069994574, 0.8428806978352216, 0.5027748474980507]","[0.18903938867206715, 0.016065505804311774, -0.027446208521651794, 0.04496509728204367]","[15.922651933701658, 1.2670299727520435, -1.4619341563786008, 2.5711252653927814]","[18153869.90531083, 11730856.319473034, 6680938.657883903, 11149032.523672294]",-0.27,1.7333041
426,VTR,Real Estate,17974335488,"[4129193000.0, 3828007000.0, 3795357000.0, 3872750000.0]","[-47447000.0, 49008000.0, 439149000.0, 433016000.0]","[-0.15, -0.12, 0.13, 1.18, 1.18]",0.38,-1.0,118.23685,-2.5333333333333337,-1,[-1],-1.0,"[-7.294064481849116, -0.8529242501385186, 2.0391494133489942, 9.955356374669162]",-1.0,48.22,"[1.2299083381332434, 1.1262524776852858, 1.1891090784660017, 1.1880238662241578]","[-0.0019640414871528247, 0.0019827018487820875, 0.018351856987328226, 0.01753654432199826]","[-0.08181236625979181, 0.09362230521620357, 0.9897698382647265, 9.617875705210785]","[9155638.580931263, 8487820.399113081, 8415425.720620843, 8587028.824833702]",-13.6,1.8044177
427,VRSN,Technology,21351131136,"[1424900000.0, 1327576000.0, 1265052000.0, 1231661000.0]","[673800000.0, 784830000.0, 814888000.0, 612299000.0]","[6.48, 6.24, 7.01, 7.08, 5.17]",8.16,31.652779,25.13603,1.2592592592592593,718025024,[-1],0.0,"[-6.830233700610569, -4.709636209151114, -2.63949624205171, 18.742086337068397]",30.173740128589166,208.13,"[-1.1444757393419536, -1.4166458419111494, -1.2876460763143092, -1.1996275417757198]","[0.38871581862236065, 0.395626697530553, 0.46119383556604465, 0.3302567571139083]",[-1],"[1558971.5536105032, 1452490.1531728664, 1384083.1509846826, 1347550.3282275712]",3.65,-1.0
428,VZ,Communication Services,137134473216,"[136835000000.0, 133613000000.0, 128292000000.0, 131868000000.0]","[21256000000.0, 22065000000.0, 17801000000.0, 19265000000.0]","[5.0, 5.06, 5.32, 4.3, 4.66]",4.29,6.5239997,7.6037292,0.858,11474875392,[-1],0.522,"[-2.3546607227682976, -3.98239692245515, 2.7873912636797304, 2.3751012103012106]",12.112047865626183,33.06,"[1.9346418853682086, 2.175449321432938, 2.219082574216562, 2.1686293672123136]","[0.05598398651495996, 0.06018887276456917, 0.05624666251686515, 0.06603776818738066]","[19.8468720821662, 20.796418473138548, 30.222410865874362, 34.52508960573477]","[1168531.169940222, 1141016.2254483348, 1095576.4304013664, 1126114.4321093082]",-15.65,1.4406219
429,VRTX,Healthcare,87691304960,"[8930700000.0, 7574400000.0, 6205683000.0, 4162821000.0]","[3322000000.0, 2342100000.0, 2711647000.0, 1176810000.0]","[12.57, 12.97, 9.09, 10.44, 4.58]",16.14,27.086716,21.095417,1.2840095465393795,3628750080,[-1],0.0,"[-15.18693943363902, -18.070302598225602, -32.91921292144636, 128.33075090185238]",24.680986704931744,347.74,"[0.03389708683433122, 0.05511881188118812, 0.06693776717934019, 0.0948805010941221]","[0.1830212275975296, 0.1743606923506421, 0.23074296312533357, 0.1414696100783017]",[-1],"[1860562.5, 1578000.0, 1292850.625, 867254.375]",2.33,5.6737213
430,VFC,Consumer Cyclical,7541109248,"[11612475000.0, 11841840000.0, 9238830000.0, 10488556000.0]","[118584000.0, 1386941000.0, 407869000.0, 777511000.0]","[0.31, 0.31, 3.55, 1.05, 1.72]",2.38,62.580643,8.15126,7.677419354838709,399054368,[-1],5.3666997,"[1.9751603340373176, -21.98146571816542, 13.526885980151166, 9.044712580072986]",18.546774878755365,19.04,"[2.6861978491180682, 1.8254631616367192, 2.276610155737716, 1.4472048357416927]","[0.008476044581146848, 0.10395138495817184, 0.029654510689195144, 0.06983683382329205]","[0.8014327712634745, 7.69740208565736, 2.095407631172007, 5.40238326848249]","[586488.6363636364, 598072.7272727273, 466607.57575757575, 529725.0505050505]",1.02,2.7742028
431,VTRS,Healthcare,12697728000,"[16262700000.0, 17886300000.0, 11946000000.0, 11500500000.0]","[2078600000.0, -1269100000.0, -669900000.0, 16800000.0]","[1.57, 1.71, -1.05, -1.11, 0.03]",2.86,6.7452226,3.7027974,1.8216560509554138,4603662336,[-1],0.3057,"[9.983582062019222, -33.21145234061824, -3.7292817679558015, 37.386199208730055]",2.721716484117049,10.45,"[0.9146747151473735, 1.0537703670087397, 1.1374351423057318, 1.0705666537639476]","[0.04155355022370068, -0.023140685741792906, -0.01088330381947265, 0.0005375053990497673]",[-1],"[427965.7894736842, 470692.1052631579, 314368.4210526316, 302644.7368421053]",-3.22,0.606703
432,V,Financial Services,500540669952,"[29310000000.0, 24105000000.0, 21846000000.0, 22977000000.0]","[14957000000.0, 12311000000.0, 10866000000.0, 12080000000.0]","[7.48, 7.01, 5.63, 4.9, 5.32]",9.81,31.950535,24.361876,1.3114973262032086,16427625472,[-1],0.2189,"[-17.75844421699079, -9.371499688861231, 5.177149134853062, 38.53418218218218]",23.519297752365997,238.76,"[0.6309547230263343, 0.5580621990475937, 0.6647334990334162, 0.4823261446199977]","[0.1749336265072923, 0.14851138776298012, 0.13428243057872688, 0.16645079505056906]","[7.002340823970037, 7.220527859237537, 47.03896103896104, 5.600370885489105]","[1106037.7358490566, 909622.641509434, 824377.358490566, 867056.6037735849]",1.89,13.08602
433,VMC,Basic Materials,30071334912,"[7315200000.0, 5552200000.0, 4856826000.0, 4929103000.0]","[575600000.0, 670800000.0, 584480000.0, 617662000.0]","[4.67, 4.33, 5.05, 4.41, 4.67]",7.89,48.394005,28.643854,1.6895074946466808,527649984,[-1],0.349,"[-24.100503062117234, -12.524296675191815, 1.4881529624491387, 53.82109337134972]",57.03897682672913,226.19,"[0.6529601939785815, 0.6909854851031322, 0.6117562834621632, 0.5642943248111789]","[0.0404366824498054, 0.04902576995600252, 0.05001152999874646, 0.0580030055988505]","[18.10062893081761, 19.671554252199414, 17.039736450832336, 10.17414221944028]","[610923.667947219, 463687.99064640055, 405614.33105060965, 411650.49273425754]",1.67,4.1794577
434,WAB,Industrials,20631089152,"[8362000000.0, 7822000000.0, 7556100000.0, 8200000000.0]","[633000000.0, 558000000.0, 414400000.0, 326700000.0]","[3.59, 3.46, 2.96, 2.18, 1.91]",6.35,31.949862,18.062992,1.7688022284122562,375375008,[-1],0.1707,"[-6.457785218847166, -3.399386346203017, 8.521591826471328, 9.609759219512195]",55.84295532003026,116.54,"[0.39615917640071274, 0.3976080776394471, 0.37463817511830316, 0.43525335208155475]","[0.034186649384316266, 0.030237346916657633, 0.02245522772223577, 0.017298344823204245]",[-1],"[309703.7037037037, 289703.7037037037, 279855.55555555556, 303703.7037037037]",1.49,2.0163841
435,WBA,Healthcare,25776973824,"[132703000000.0, 132509000000.0, 139537000000.0, 136866000000.0]","[4337000000.0, 2542000000.0, 456000000.0, 3982000000.0]","[-3.85, 5.02, 2.94, 0.52, 4.32]",3.91,-1.0,7.6368284,-1.0155844155844156,1337750016,[-1],-1.0,"[-0.1461911185127691, 5.303790685915674, -1.9141876348208717, -0.5538269314512004]",19.559290117414584,30.31,"[1.2080978001770755, 1.4017294937452776, 1.8991294473883422, 0.6970851275256708]","[0.04812258665838179, 0.0312726825367534, 0.005230917475394039, 0.05890706825645729]","[0.7892629663330301, 0.3638185201087734, 0.06214227309893704, 0.5812290176616552]","[408316.92307692306, 407720.0, 429344.6153846154, 421126.1538461539]",-3.53,1.2238207
436,WMT,Consumer Defensive,426384261120,"[611289000000.0, 572754000000.0, 559151000000.0, 523964000000.0]","[11680000000.0, 13673000000.0, 13510000000.0, 14881000000.0]","[4.16, 4.29, 4.9, 4.77, 5.22]",6.91,38.0625,22.914616,1.6610576923076923,21053624320,[-1],0.5422,"[-6.3038922669964625, -2.3750161500399822, -6.292933393662893, 18.714450769900225]",20.36996963985724,159.26,"[0.7682969762559816, 0.6885397523212377, 0.7779527171640139, 0.9700545072252207]","[0.047975617870917656, 0.05584007187780773, 0.053505798111653256, 0.06292310619674835]",[-1],"[291090.0, 272740.0, 266262.38095238095, 249506.66666666666]",4.75,5.891502
437,WM,Industrials,65265647616,"[19698000000.0, 17931000000.0, 15218000000.0, 15455000000.0]","[2238000000.0, 1816000000.0, 1496000000.0, 1670000000.0]","[5.56, 5.42, 4.32, 3.54, 3.93]",6.65,28.854315,24.124811,1.196043165467626,1282749952,[-1],0.48560002,"[-8.970453853183065, -15.130221404271932, 1.5573662767775003, 29.54383818828858]",51.04122326443868,160.94,"[2.18776463717331, 1.8816676024705221, 1.8531937734836286, 1.9097340124504811]","[0.07134886983135141, 0.06241193250163247, 0.05097972397341966, 0.06019536459647479]","[3.8719723183391004, 4.203703703703703, 3.511737089201878, 3.4575569358178053]","[397939.3939393939, 362242.42424242425, 307434.3434343434, 312222.22222222225]",3.2,9.401113
438,WAT,Healthcare,17113250816,"[2971956000.0, 2785874000.0, 2365365000.0, 2406596000.0]","[707755000.0, 692843000.0, 521571000.0, 592198000.0]","[11.46, 11.8, 11.25, 8.4, 8.76]",13.42,25.295813,21.601343,1.1710296684118673,350591136,[-1],0.0,"[-6.261263625706437, -15.094329463572292, 1.743113642080609, 24.33806422016824]",49.06850062518409,291.41,"[3.121735303912085, 4.118768942794801, 5.843420463160797, -7.773049874931224]","[0.215683418290617, 0.2238637230155622, 0.1836569339981408, 0.23159376704842094]",[-1],"[362433.65853658534, 339740.73170731706, 288459.14634146343, 293487.31707317074]",3.45,22.195086
439,WEC,Utilities,27528011776,"[9597400000.0, 8316000000.0, 7241700000.0, 7523100000.0]","[1409300000.0, 1301500000.0, 1201100000.0, 1135200000.0]","[4.27, 4.46, 4.12, 3.8, 3.6]",4.91,20.437939,17.773932,1.1498829039812648,-502612512,[-1],0.6938,"[-13.351532706774751, -12.918470418470418, 3.8858279133352664, 23.346762478233707]",-55.3911674329349,88.26,"[1.5160905735800758, 1.4245860594319968, 1.3610156093751489, 1.2554466767877916]","[0.03365725626371737, 0.0333816381753594, 0.0324375271753074, 0.03247901395636276]","[0.738162581185837, 0.7273387727729965, 0.6807799127132573, 0.6596931659693166]","[1371057.142857143, 1188000.0, 1034528.5714285715, 1074728.5714285714]",3.48,2.3565466
440,WFC,Financial Services,164494999552,"[73785000000.0, 78492000000.0, 72340000000.0, 85063000000.0]","[13182000000.0, 21548000000.0, 3301000000.0, 19549000000.0]","[4.0, 3.17, 4.99, 0.42, 4.08]",4.84,11.2125,9.266528,1.21,-1,[-1],0.303,"[6.379345395405569, -7.837741425877796, 17.587779928117225, -11.10823366210926]",-1.0,45.15,"[1.2564136773232382, 1.0399347568841082, 1.4708930319600622, 1.7777724343560644]","[0.007007914871537509, 0.011061215522250763, 0.0016883502807694295, 0.010141863656289963]","[0.023488031474175993, 0.03530045853899875, 0.00585837324989751, 0.03457760105842941]","[315544.3605292644, 335674.0251631499, 309364.7630370263, 363775.15673511976]",1.4,1.0206171
441,WELL,Real Estate,40945414144,"[5860615000.0, 4742115000.0, 4605967000.0, 5121306000.0]","[141214000.0, 336138000.0, 978844000.0, 1232432000.0]","[0.26, 0.31, 0.79, 2.36, 3.07]",1.06,316.84616,77.71698,4.076923076923077,1487853440,[-1],9.76,"[-19.085027765857337, -2.871039609963065, 11.188508298040347, 20.614373911654564]",27.99081350399674,83.79,"[0.7373268855777638, 0.8322123592530982, 0.8900792657781058, 0.9902397254544336]","[0.0037266284457702515, 0.009628612738494987, 0.030133443780718923, 0.03692043956710261]","[0.09415584848545464, 0.32350730431753066, 1.0344629341156628, 2.112415862933069]","[11401974.708171206, 9225904.669260701, 8961025.291828794, 9963630.350194553]",2.0,1.9742138
442,WST,Healthcare,27846172672,"[2886900000.0, 2831600000.0, 2146900000.0, 1839900000.0]","[585900000.0, 661800000.0, 346200000.0, 241700000.0]","[7.28, 7.87, 8.89, 4.68, 3.27]",8.83,51.520603,42.476784,1.2129120879120878,235900000,[-1],0.1092,"[-1.9155495514219405, -24.18067523661534, -14.299687922120267, 55.76932833306157]",116.35851662568886,369.72,"[0.11840292003426571, 0.13929091376209643, 0.17562685359935293, 0.20931858632087466]","[0.16199402786994027, 0.19971030237189932, 0.12391724532894266, 0.10322883744768087]","[2.8594436310395315, 3.1863264323543574, 1.6124825337680484, 1.2542812662169174]","[269803.73831775703, 264635.5140186916, 200644.8598130841, 171953.2710280374]",10.15,10.0912075
443,WDC,Technology,13901262848,"[12318000000.0, 18793000000.0, 16922000000.0, 16736000000.0]","[-1706000000.0, 1500000000.0, 821000000.0, -250000000.0]","[-2.16, -5.44, 4.81, 2.69, -0.84]",3.65,-1.0,11.90411,-1.6898148148148147,-226500000,[-1],0.0,"[52.56535151810359, -9.955834619273134, -1.0991608556908168, -26.398182791587]",-61.10584668397351,43.26,"[8.070776255707763, 0.5745847312003928, 0.8138233373752448, 1.0025128258821066]","[-0.06983503213393917, 0.05712327202102136, 0.031417419256084496, -0.009742031018626763]",[-1],[-1],0.55,1.2858454
444,WRK,Consumer Cyclical,8680245248,"[21256500000.0, 18746100000.0, 17578800000.0, 18289000000.0]","[944600000.0, 838300000.0, -690900000.0, 862900000.0]","[-4.9, 3.64, 3.16, -2.67, 3.36]",2.33,-1.0,14.545065,-0.47551020408163264,708162496,[-1],-1.0,"[-11.810034577658598, -6.226895194200393, 4.040093749288917, 13.315652993602711]",12.49613125516322,34.55,"[0.6829679003683564, 0.7021327643676684, 0.8871183188154949, 0.8623381519978749]","[0.033254123321187795, 0.028655616439292684, -0.024006504584828888, 0.028613873533907888]",[-1],"[420920.7920792079, 371209.900990099, 348095.04950495047, 362158.41584158415]",-0.59,0.8702909
445,WY,Real Estate,24077893632,"[10184000000.0, 10201000000.0, 7532000000.0, 6554000000.0]","[1880000000.0, 2607000000.0, 797000000.0, -76000000.0]","[1.71, 2.53, 3.48, 1.07, -0.1]",1.37,19.228071,24.0,0.801169590643275,1198375040,[-1],0.7708,"[0.16692851531814612, -26.164101558670716, -12.984599044078598, 21.711930668294173]",20.232664859241392,33.11,"[0.47009024095264673, 0.4735766694529581, 0.6270759363188638, 0.7798703681056622]","[0.10841983852364476, 0.14705550541516246, 0.048862730672552264, -0.004632451542118737]",[-1],"[1099309.1537132987, 1101144.2141623488, 813039.7236614854, 707469.7754749568]",5.91,2.369559
446,WHR,Consumer Cyclical,7782499840,"[19724000000.0, 21985000000.0, 19456000000.0, 20419000000.0]","[-1519000000.0, 1783000000.0, 1081000000.0, 1184000000.0]","[-27.07, -27.18, 28.73, 17.15, 18.34]",17.4,-1.0,8.132184,-0.6427779830070188,737374976,[-1],-1.0,"[11.463192050294058, -11.503297702979303, 4.9496299342105265, -6.224598501395759]",10.558806921052877,141.56,"[3.509845890410959, 1.2445315724308708, 1.6338510134245854, 1.8062597809076681]","[-0.0887059098341509, 0.0878974611782105, 0.05312039312039312, 0.06270854297971505]",[-1],"[323344.262295082, 360409.8360655738, 318950.81967213115, 334737.7049180328]",-0.75,3.8565314
447,WMB,Energy,41857007616,"[10965000000.0, 10627000000.0, 7719000000.0, 8201000000.0]","[2049000000.0, 1517000000.0, 211000000.0, 850000000.0]","[2.12, 1.68, 1.25, 0.17, 0.7]",1.82,16.207548,18.87912,0.8584905660377359,1255374976,[-1],0.8125,"[-3.0825353397172823, -27.36426084501741, 6.244332167379194, 31.374217973417878]",33.41986478060878,34.44,"[1.9942533739660426, 2.072572879278648, 1.898547030333928, 1.6678889470927187]","[0.0423058658352776, 0.031861715533899014, 0.004777538775048115, 0.0184622067767159]","[0.40454096742349455, 0.2958845328652233, 0.040899399108354335, 0.136327185244587]","[2174301.0113027957, 2107277.414237557, 1530636.5258774539, 1626214.5548284752]",4.9,3.5911372
448,WTW,Financial Services,22640429056,"[8866000000.0, 8998000000.0, 9352000000.0, 9039000000.0]","[1009000000.0, 4222000000.0, 996000000.0, 1044000000.0]","[10.27, 9.0, 32.88, 7.68, 8.05]",15.99,20.716648,13.305816,1.5569620253164558,972875008,[-1],0.3388,"[1.488833746898263, 3.9342076016892644, -3.3468776732249785, 0.4314594092266844]",23.384335174534566,213.79,"[0.545826677316294, 0.4125942684766214, 0.6196857670979667, 0.6581129866328422]","[0.03176052126286632, 0.12073205604804117, 0.025849316135060082, 0.029399341049252344]","[11.21111111111111, 76.76363636363637, 41.5, 45.391304347826086]","[192739.13043478262, 195608.69565217392, 203304.34782608695, 196500.0]",1.45,2.2785785
449,GWW,Industrials,35531780096,"[15228000000.0, 13022000000.0, 11797000000.0, 11486000000.0]","[1547000000.0, 1043000000.0, 695000000.0, 849000000.0]","[32.62, 30.22, 19.94, 12.88, 15.39]",38.47,21.712753,18.410969,1.179337829552422,1053625024,[-1],0.2024,"[-14.486472287890727, -9.407157118722163, -2.636263456811054, 39.44802758140345]",34.41900119486912,722.88,"[0.9890310786106032, 1.2787037037037037, 1.1452460582895365, 1.075242718446602]","[0.20387453874538744, 0.15822208737864077, 0.11040508339952343, 0.14138218151540383]",[-1],"[662086.9565217391, 566173.9130434783, 512913.04347826086, 499391.3043478261]",0.72,12.065517
